Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
807668,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
807892,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
808118,0000019E,false,Rx,0,8,00,EA,DF,FC,FE,61,00,C7,
808344,000001A0,false,Rx,0,8,00,80,00,00,80,00,98,3B,
808569,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
817352,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
827394,000000B6,false,Rx,0,5,0A,0A,80,00,C8,00,00,00,
827618,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
827840,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
828068,0000019E,false,Rx,0,8,00,EA,DF,FC,FE,61,00,C7,
828300,000001A0,false,Rx,0,8,00,80,00,00,80,00,A8,4B,
828524,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
834604,00000497,false,Rx,0,8,29,52,FF,FF,FF,FF,FF,FF,
837395,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
837622,000001D6,false,Rx,0,2,FF,F3,00,00,00,00,00,00,
847325,000000B6,false,Rx,0,5,0B,0B,80,00,C8,00,00,00,
847549,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
847773,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
847998,0000019E,false,Rx,0,8,00,EA,DF,FC,FE,61,00,C7,
848229,000001A0,false,Rx,0,8,00,80,00,00,80,00,B8,5B,
848478,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
857421,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
861856,00000130,false,Rx,0,5,00,03,D0,0F,50,00,00,00,
867394,000000B6,false,Rx,0,5,0C,0C,80,00,C8,00,00,00,
867618,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
867843,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
868067,0000019E,false,Rx,0,8,00,EA,DF,FC,FE,61,00,C7,
868293,000001A0,false,Rx,0,8,00,80,00,00,80,00,C8,6B,
868524,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
877340,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
887464,000000B6,false,Rx,0,5,0D,0D,80,00,C8,00,00,00,
887688,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
887916,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
888141,0000019E,false,Rx,0,8,00,EA,DF,FC,FE,61,00,C7,
888367,000001A0,false,Rx,0,8,00,80,00,00,80,00,D8,7B,
888591,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
888816,000001A6,false,Rx,0,8,00,00,00,00,00,00,F8,F5,
897484,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
907422,000000B6,false,Rx,0,5,0E,0E,80,00,C8,00,00,00,
